Key,Id,English(en),Spanish(es),Italian(it),French(fr),Polish(pl),Ukrainian(uk),Russian(ru),German(de),Hungarian(hu),Romanian(ro),Arabic(ar)
"dwarf_councilor",81421328886784007,"Councilor Dwarf","Concejal Enano","Consigliere Nano","Conseiller Nain","Radny Krasnolud","Радник-гном","Советник-гном","Ratsmitglied Zwerg","Tanácsos törpe","Consilier Pitic","عضو المجلس القزم"
"dwarf_councilor.desc",81421328886784008,"A formal dwarf linked to the Old Town Hall and city work.","Un enano formal vinculado al antiguo ayuntamiento y a las obras municipales.","Un nano formale legato al vecchio municipio e alle opere cittadine.","Un nain officiel lié à l'ancien hôtel de ville et aux travaux municipaux.","Formalny krasnolud związany ze Starym Ratuszem i sprawami miasta.","Формальний карлик, пов'язаний зі Старою ратушею та міською роботою.","Формально изображен карлик, связанный со старой ратушей и городскими работами.","Ein formaler Zwerg, der mit dem Alten Rathaus und städtischen Arbeiten in Verbindung steht.","Egy hivatalos törpe, amely a régi városházához és a városi munkálatokhoz kapcsolódik.","Un pitic oficial legat de Primăria Veche și de activitatea orașului.","قزم رسمي مرتبط بدار البلدية القديمة وأعمال المدينة."
"dwarf_keymaster",81421328886784009,"Keymaster Dwarf","Enano guardián de llaves","Nano Custode delle Chiavi","Maître des clés nain","Krasnolud Klucznik","Гном-ключник","Гном-хранитель ключей","Schlüsselmeister-Zwerg","Keymaster törpe","Piticul Maestru al Cheilor","قزم حارس المفاتيح"
"dwarf_keymaster.desc",81421328886784010,"A dwarf statue guarding the elevator with a big key.","Una estatua de un enano custodiando el ascensor con una llave grande.","Una statua di un nano fa la guardia all'ascensore con una grande chiave.","Une statue de nain gardant l'ascenseur avec une grosse clé.","Posąg krasnoluda pilnującego windy z dużym kluczem.","Карликова статуя, що охороняє ліфт з великим ключем.","Статуя карлика, охраняющего лифт, с большим ключом в руках.","Eine Zwergenstatue bewacht den Aufzug mit einem großen Schlüssel.","Egy törpeszobor őrzi a liftet egy nagy kulccsal.","O statuie pitică care păzea liftul cu o cheie mare.","تمثال قزم يحرس المصعد بمفتاح كبير."
"dwarf_origin",81421328886784011,"Origin Dwarf","Origen Enano","Nano d'origine","Origine Nain","Pochodzenie Krasnoluda","Походження карлика","Происхождение: гном","Ursprungszwerg","Származási törpe","Pitic de origine","قزم أصلي"
"dwarf_origin.desc",81421328886784012,"A classic Wroclaw dwarf statue with a pointed hat and strong boots.","Una estatua clásica de un enano de Breslavia con sombrero puntiagudo y botas robustas.","Una classica statua di un nano di Breslavia con cappello a punta e robusti stivali.","Une statue classique de nain de Wroclaw, coiffé d'un chapeau pointu et chaussé de bottes robustes.","Klasyczna wrocławska figura krasnala w spiczastym kapeluszu i solidnych butach.","Класична вроцлавська статуя карлика у загостреному капелюсі та міцних чоботях.","Классическая статуя вроцлавского гнома в остроконечной шляпе и крепких сапогах.","Eine klassische Breslauer Zwergenstatue mit spitzem Hut und derben Stiefeln.","Klasszikus wroclawi törpeszobor hegyes kalappal és erős csizmával.","O statuie clasică a unui pitic din Wroclaw, cu o pălărie ascuțită și cizme rezistente.","تمثال قزم كلاسيكي من فروتسواف يرتدي قبعة مدببة وحذاءً قوياً."
"dwarf_painter",81421328886784013,"Painter Dwarf","Enano pintor","Nano Pittore","Nain peintre","Malarz Krasnolud","Гном-художник","Художник-карлик","Malerzwerg","Festő törpe","Pictor Pictor","قزم رسام"
"dwarf_painter.desc",81421328886784014,"An artistic dwarf who loves color, paint, and big pictures.","Un enano artístico al que le encantan el color, la pintura y los cuadros grandes.","Un nano artista che ama i colori, la pittura e i quadri di grandi dimensioni.","Un nain artiste qui aime les couleurs, la peinture et les grands formats.","Artystyczny krasnolud, który kocha kolory, farby i duże obrazy.","Художній гном, який любить колір, фарби та великі картини.","Карлик-художник, обожающий цвет, краски и масштабные картины.","Ein künstlerisch begabter Zwerg, der Farben, Malerei und große Bilder liebt.","Egy művészi törpe, aki imádja a színeket, a festéket és a nagy képeket.","Un pitic artistic care iubește culoarea, vopseaua și imaginile mari.","قزم فنان يعشق الألوان والطلاء واللوحات الكبيرة."
"dwarf_traveler",81421328886784015,"Traveler Dwarf","Enano viajero","Nano viaggiatore","Nain voyageur","Podróżnik Krasnolud","Гном-мандрівник","Путешественник-гном","Reisender Zwerg","Utazó törpe","Pitic călător","قزم مسافر"
"dwarf_traveler.desc",81421328886784016,"An adventurous dwarf who loves busy places and new paths.","Un enano aventurero al que le encantan los lugares concurridos y los caminos nuevos.","Un nano avventuroso che ama i luoghi affollati e i nuovi percorsi.","Un nain aventureux qui adore les endroits animés et les nouveaux chemins.","Żądny przygód krasnolud, który kocha ruchliwe miejsca i nowe ścieżki.","Авантюрний гном, який любить жваві місця та нові стежки.","Предприимчивый гном, любящий оживленные места и новые пути.","Ein abenteuerlustiger Zwerg, der belebte Orte und neue Wege liebt.","Egy kalandvágyó törpe, aki szereti a nyüzsgő helyeket és az új ösvényeket.","Un pitic aventuros care iubește locurile aglomerate și cărările noi.","قزم مغامر يعشق الأماكن المزدحمة والمسارات الجديدة."
"dwarf_writer",81421328886784017,"Writer Dwarf","Enano escritor","Nano scrittore","Écrivain nain","Pisarz Krasnolud","Письменник-гном","Писатель-карлик","Schriftsteller Zwerg","Író törpe","Pitic scriitor","كاتب قزم"
"dwarf_writer.desc",81421328886784018,"A quiet dwarf who loves stories, books, and reading.","Un enano tranquilo al que le encantan las historias, los libros y la lectura.","Un nano tranquillo che ama le storie, i libri e la lettura.","Un nain discret qui adore les histoires, les livres et la lecture.","Cichy krasnolud, który uwielbia opowieści, książki i czytanie.","Тихий гном, який любить історії, книги та читання.","Тихий карлик, любящий истории, книги и чтение.","Ein stiller Zwerg, der Geschichten, Bücher und das Lesen liebt.","Egy csendes törpe, aki szereti a történeteket, a könyveket és az olvasást.","Un pitic tăcut căruia îi plac poveștile, cărțile și cititul.","قزم هادئ يحب القصص والكتب والقراءة."
"wroklaw_islands_map",81421328903561216,"Wroklaw islands map","Mapa de las islas Wroklaw","Mappa delle isole di Wroklaw","Carte des îles Wroklaw","Mapa wysp wrocławskich","Мапа Вроцлавських островів","Карта островов Вроцлав","Karte der Wroklaw-Inseln","Wrokław-szigetek térképe","Harta insulelor Wroklaw","خريطة جزر وركلو"
"wroklaw_islands_map.desc",81421328903561217,"A colorful map of Wrocław's central islands along the Odra River, showing the historical buildings, bridges, and green spaces of the Old Town district.","Un colorido mapa de las islas centrales de Breslavia a lo largo del río Óder, que muestra los edificios históricos, los puentes y las zonas verdes del casco antiguo.","Una mappa colorata delle isole centrali di Breslavia lungo il fiume Odra, che mostra gli edifici storici, i ponti e gli spazi verdi del centro storico.","Une carte colorée des îles centrales de Wrocław le long de l'Odra, montrant les bâtiments historiques, les ponts et les espaces verts du quartier de la vieille ville.","Kolorowa mapa centralnych wysp Wrocławia, położonych wzdłuż Odry, prezentująca zabytkowe budynki, mosty i tereny zielone Starego Miasta.","Барвиста карта центральних островів Вроцлава вздовж річки Одра, на якій зображено історичні будівлі, мости та зелені зони Старого міста.","Красочная карта центральных островов Вроцлава вдоль реки Одра, на которой изображены исторические здания, мосты и зеленые зоны Старого города.","Eine farbenfrohe Karte der zentralen Inseln Breslaus entlang der Oder, die die historischen Gebäude, Brücken und Grünflächen der Altstadt zeigt.","Wrocław központi szigeteinek színes térképe az Odera folyó mentén, amelyen láthatók az Óváros történelmi épületei, hídjai és zöldterületei.","O hartă colorată a insulelor centrale din Wrocław, de-a lungul râului Odra, care prezintă clădirile istorice, podurile și spațiile verzi din cartierul Orașului Vechi.","خريطة ملونة للجزر المركزية في فروتسواف على طول نهر أودرا، تُظهر المباني التاريخية والجسور والمساحات الخضراء في منطقة المدينة القديمة."
